Date,Open,High,Low,Close,Volume
9/16/2022 16:00:00,145.23,145.63,141.35,144.29,10310726
9/19/2022 16:00:00,142.62,146.99,142.35,144.88,5150720
9/20/2022 16:00:00,145.26,147.67,143.9,145.94,6737550
9/21/2022 16:00:00,146.77,149.87,143.21,143.29,6244253
9/22/2022 16:00:00,143.13,143.7,138.29,138.71,6311829
9/23/2022 16:00:00,135.65,136.19,129.5,131.26,8927864
9/26/2022 16:00:00,129.77,132.45,126.88,127.34,7095145
9/27/2022 16:00:00,129.32,130.45,125.6,127.51,6682349
9/28/2022 16:00:00,128.04,133.89,127.4,133.44,10257202
9/29/2022 16:00:00,131.2,131.61,123.8,125.33,8905426
9/30/2022 16:00:00,123.14,125.48,120.99,121.08,8382981
10/3/2022 16:00:00,122,127.15,121.02,126.05,7962384
10/4/2022 16:00:00,129.4,133.57,129.33,133.51,7235737
10/5/2022 16:00:00,130.28,133.55,128.26,132.11,6268322
10/6/2022 16:00:00,131.13,133.31,129.74,132.2,4454674
10/7/2022 16:00:00,130.36,130.61,128.02,129.79,5097386
10/10/2022 16:00:00,131.42,135.74,130.2,131.9,6829914
10/11/2022 16:00:00,132.96,135.36,129.51,131.57,8508386
10/12/2022 16:00:00,128.43,131.34,127.86,130.42,6392973
10/13/2022 16:00:00,126.5,134.7,124.17,132.4,7842266
10/14/2022 16:00:00,135.59,136.41,131.37,133.15,6099656
10/17/2022 16:00:00,136.98,137.28,133.26,136.09,9073526
10/18/2022 16:00:00,139,139.42,135.22,137.34,6146349
10/19/2022 16:00:00,137.17,141.2,136.63,138.39,6321910
10/20/2022 16:00:00,138.36,141.88,138.36,139.13,4331680
10/21/2022 16:00:00,138.48,141.33,136.62,141.32,5451265
10/24/2022 16:00:00,142.85,142.88,139.28,142.05,5177845
10/25/2022 16:00:00,142.09,146.88,141.88,146.65,6515643
10/26/2022 16:00:00,147.05,150.14,132.21,133.79,29457730
10/27/2022 16:00:00,137.1,143.1,136.62,139.76,13754943
10/28/2022 16:00:00,141.16,144.73,139.93,143.84,7941087
10/31/2022 16:00:00,141.88,144.45,139.52,142.51,6212198
11/1/2022 16:00:00,143.99,145.25,141.84,143.38,5758566
11/2/2022 16:00:00,142.12,153.59,141.54,147.41,20241976
11/3/2022 16:00:00,148.79,158.69,147.5,156.75,16212571
11/4/2022 16:00:00,156.66,160.98,154.5,160.01,9396185
11/7/2022 16:00:00,161.4,166.7,160.63,164.91,10220309
11/8/2022 16:00:00,166,170.55,164.91,169.62,11274519
11/9/2022 16:00:00,169.29,171.62,166.86,168.74,8893769
11/10/2022 16:00:00,172.14,179.32,171.75,177.58,12374959
11/11/2022 16:00:00,176.4,178.03,172.99,177.49,8894308
11/14/2022 16:00:00,176.5,178.19,173.5,173.55,5598338
11/15/2022 16:00:00,175.49,176.69,172.75,175.35,7207867
11/16/2022 16:00:00,174.11,174.79,171.85,172.69,4438554
11/17/2022 16:00:00,169.3,173.15,168.52,172.78,4881887
11/18/2022 16:00:00,173.98,175.19,171.53,173.89,4693178
11/21/2022 16:00:00,172.53,174.72,171.12,172.94,3501842
11/22/2022 16:00:00,173.65,174.99,171,172.5,4370635
11/23/2022 16:00:00,172.09,175,171.77,174.85,3523516
11/25/2022 13:00:00,174.35,178.46,174.03,178.36,3476919
11/28/2022 16:00:00,176.17,177.14,171.7,171.83,5358932
11/29/2022 16:00:00,172.88,175.95,172.56,175.32,5077828
11/30/2022 16:00:00,178,179.98,174.2,178.88,6778734
12/1/2022 16:00:00,178.88,179.7,174.69,175.78,4517476
12/2/2022 16:00:00,173.12,183.45,172.85,182.87,10563839
12/5/2022 16:00:00,182,188.45,180.8,185.1,10456278
12/6/2022 16:00:00,184.01,184.79,177.01,178.43,8236878
12/7/2022 16:00:00,176.28,178.43,174.62,176.5,5871242
12/8/2022 16:00:00,179.32,184.88,178.61,179.08,6707652
12/9/2022 16:00:00,180.75,183.89,179.25,179.54,6359002
12/12/2022 16:00:00,180.8,186.69,180.5,186.27,8098395
12/13/2022 16:00:00,191.11,191.11,184.85,187.13,10975251
12/14/2022 16:00:00,187.33,189.67,185.41,188.25,5814881
12/15/2022 16:00:00,186.25,187.98,181.28,183.72,5347787
12/16/2022 16:00:00,182.79,186.61,181.3,184.7,7906778
12/19/2022 16:00:00,184.92,188.04,184.71,185.68,6605378
12/20/2022 16:00:00,186.18,189.91,185.74,188.29,6156847
12/21/2022 16:00:00,190.04,196.4,189.72,196,9175376
12/22/2022 16:00:00,193.82,194.17,185.67,188.25,6928514
12/23/2022 16:00:00,188.25,189.43,184.72,189.06,3983591
12/27/2022 16:00:00,189.58,192.44,187.62,189.4,5014846
12/28/2022 16:00:00,189.32,191.32,187.43,188.38,4426251
12/29/2022 16:00:00,189,190.25,186.19,188.91,4518946
12/30/2022 16:00:00,187.5,190.65,187.04,190.49,4007419
1/3/2023 16:00:00,192.95,197.18,192.4,195.39,8624570
1/4/2023 16:00:00,195.18,203.76,195.18,203.64,9746939
1/5/2023 16:00:00,201.72,204.99,200.78,204.99,6913273
1/6/2023 16:00:00,205.3,213.04,203.55,213,11256435
1/9/2023 16:00:00,212.36,213.88,207.91,208.57,9005601
1/10/2023 16:00:00,203.9,209.6,203.46,206.69,8183236
1/11/2023 16:00:00,209.87,210.47,206.69,208.03,7190749
1/12/2023 16:00:00,209.58,214.92,207.37,214.32,8208101
1/13/2023 16:00:00,212,216.64,211.58,214.13,6213161
1/17/2023 16:00:00,212.71,213.34,209.07,211.41,6150658
1/18/2023 16:00:00,212.9,213.42,209.2,209.41,5403094
1/19/2023 16:00:00,206.77,209.67,204.82,207.09,5813518
1/20/2023 16:00:00,207.47,207.99,204.78,206.76,5475404
1/23/2023 16:00:00,208.36,211.09,206.99,209.97,5481938
1/24/2023 16:00:00,205,212.15,205,211.98,4753694
1/25/2023 16:00:00,205.8,214.75,203.11,212.68,16106547
1/26/2023 16:00:00,213.48,213.79,207.2,212.73,7288144
1/27/2023 16:00:00,211.32,212.88,209.42,211.17,5237944
1/30/2023 16:00:00,209.19,211.36,207.71,209.67,6066779
1/31/2023 16:00:00,210.15,213.11,208.24,213,5162983
2/1/2023 16:00:00,212.11,218.97,211.9,214.75,8462076
2/2/2023 16:00:00,215.15,215.29,208.3,209.34,6513357
2/3/2023 16:00:00,207.71,210.75,205.62,206.01,5400280
2/6/2023 16:00:00,205.19,208.21,203.69,206.81,3903023
2/7/2023 16:00:00,208.04,215.15,206.92,214.76,7311187
2/8/2023 16:00:00,213.07,215.77,211.78,213.5,4229794
2/9/2023 16:00:00,214.46,215.45,210.06,211.99,5018879
2/10/2023 16:00:00,212.01,214.5,210.5,212.89,4862940
2/13/2023 16:00:00,213.6,216.36,211.5,215.65,5193329
2/14/2023 16:00:00,214.02,221.33,213.15,218.45,10033115
2/15/2023 16:00:00,217.16,218.25,214.6,217.44,4852436
2/16/2023 16:00:00,215,216.52,212.17,212.21,4387973
2/17/2023 16:00:00,211.21,211.76,207.62,211.66,4985686
2/21/2023 16:00:00,208.99,210.84,205.05,205.52,4663756
2/22/2023 16:00:00,205.31,207.67,204.65,205.76,2920010
2/23/2023 16:00:00,207.45,209.69,205.76,208.13,4139351
2/24/2023 16:00:00,200,201.7,197.36,198.15,9658678
2/27/2023 16:00:00,199.87,203.13,199.06,200.46,4318866
2/28/2023 16:00:00,201,202.38,199.32,201.55,3589900
3/1/2023 16:00:00,201.47,205.44,200.85,204.55,4402266
3/2/2023 16:00:00,203.78,210.33,203.15,210.06,5454074
3/3/2023 16:00:00,210.25,216.12,209.4,215.11,7496846
3/6/2023 16:00:00,214.12,214.75,209.6,211.92,7004436
3/7/2023 16:00:00,211.31,213.18,207.78,207.92,4619710
3/8/2023 16:00:00,208.25,208.88,205.94,207.2,2406897
3/9/2023 16:00:00,208.32,209.02,200.3,201.24,4284026
3/10/2023 16:00:00,201.43,205,197.79,203.07,8547078
3/13/2023 16:00:00,200.2,207.08,197.11,203.37,6671174
3/14/2023 16:00:00,207.53,213.56,205,207.28,8245664
3/15/2023 16:00:00,201.92,202.21,192.41,198.21,10894234
3/16/2023 16:00:00,196.21,203.91,194.43,203.19,6752125
3/17/2023 16:00:00,201.35,202.83,199,201.05,9858936
3/20/2023 16:00:00,201.12,205.87,200.87,204.77,4763997
