Date,Open,High,Low,Close,Volume
1/4/2021 16:00:00,375.31,375.45,364.82,368.79,110210810
1/5/2021 16:00:00,368.1,372.5,368.05,371.33,66426229
1/6/2021 16:00:00,369.71,376.98,369.12,373.55,107997675
1/7/2021 16:00:00,376.1,379.9,375.91,379.1,68766812
1/8/2021 16:00:00,380.59,381.49,377.1,381.26,71677208
1/11/2021 16:00:00,377.85,380.58,377.72,378.69,51176719
1/12/2021 16:00:00,378.89,379.86,376.36,378.77,52547716
1/13/2021 16:00:00,378.69,380.86,377.85,379.79,45303619
1/14/2021 16:00:00,380.59,381.13,378.1,378.46,49989113
1/15/2021 16:00:00,376.72,377.58,373.7,375.7,107159962
1/19/2021 16:00:00,378.34,379.23,376.75,378.65,51233300
1/20/2021 16:00:00,381.11,384.79,380.69,383.89,61836062
1/21/2021 16:00:00,384.49,384.95,383.25,384.24,47955809
1/22/2021 16:00:00,382.25,384.13,381.84,382.88,52136931
1/25/2021 16:00:00,383.67,384.77,378.46,384.39,70401971
1/26/2021 16:00:00,385.41,385.85,383.54,383.79,42665281
1/27/2021 16:00:00,380.22,380.32,372.01,374.41,123351078
1/28/2021 16:00:00,376.36,381.93,375.89,377.63,94198104
1/29/2021 16:00:00,375.63,376.67,368.27,370.07,126765121
2/1/2021 16:00:00,373.72,377.34,370.38,376.23,75817597
2/2/2021 16:00:00,379.65,383.22,376.32,381.55,64450662
2/3/2021 16:00:00,382.44,383.7,380.48,381.85,52427090
2/4/2021 16:00:00,382.96,386.24,381.97,386.19,47142555
2/5/2021 16:00:00,388.2,388.47,386.14,387.71,48669773
2/8/2021 16:00:00,389.27,390.56,388.35,390.51,38365185
2/9/2021 16:00:00,389.61,390.89,389.17,390.25,35551059
2/10/2021 16:00:00,392.12,392.28,387.5,390.08,59154370
2/11/2021 16:00:00,391.24,391.69,388.1,390.71,42913288
2/12/2021 16:00:00,389.85,392.9,389.77,392.64,50593270
2/16/2021 16:00:00,393.96,394.17,391.53,392.3,50972366
2/17/2021 16:00:00,390.42,392.66,389.33,392.39,52806681
2/18/2021 16:00:00,389.59,391.52,387.74,390.72,59712773
2/19/2021 16:00:00,392.07,392.38,389.55,390.03,83240971
2/22/2021 16:00:00,387.06,389.62,386.74,387.03,67414170
2/23/2021 16:00:00,384.66,388.95,380.2,387.5,107284127
2/24/2021 16:00:00,386.33,392.23,385.27,391.77,72433946
2/25/2021 16:00:00,390.41,391.88,380.78,382.33,146670499
2/26/2021 16:00:00,384.35,385.58,378.23,380.36,152701639
3/1/2021 16:00:00,385.59,390.92,380.57,389.58,105348798
3/2/2021 16:00:00,389.82,390.07,386,386.54,79595332
3/3/2021 16:00:00,385.79,386.83,381.31,381.42,119940211
3/4/2021 16:00:00,381.22,384,371.88,376.7,183433020
3/5/2021 16:00:00,380.46,384.76,372.64,383.63,152039624
3/8/2021 16:00:00,384.66,387.68,381.42,381.72,123149245
3/9/2021 16:00:00,385.85,389.91,381.73,387.17,113633556
3/10/2021 16:00:00,389.69,391.4,388.17,389.58,109899410
3/11/2021 16:00:00,392.23,395.65,391.74,393.53,86245040
3/12/2021 16:00:00,392.07,394.21,391.2,394.06,64653565
3/15/2021 16:00:00,394.33,396.69,392.03,396.41,73592302
3/16/2021 16:00:00,397.07,397.83,395.08,395.91,73722506
3/17/2021 16:00:00,394.53,398.12,393.3,397.26,97959265
3/18/2021 16:00:00,394.48,396.72,390.75,391.48,115349101
3/19/2021 16:00:00,389.88,391.57,387.15,389.48,113624490
3/22/2021 16:00:00,390.03,394.07,389.97,392.59,73778646
3/23/2021 16:00:00,391.91,393.46,388.66,389.5,90686552
3/24/2021 16:00:00,391,392.75,387.47,387.52,97588644
3/25/2021 16:00:00,385.98,390.55,383.9,389.7,116128622
3/26/2021 16:00:00,390.93,396.41,390.29,395.98,114409114
3/29/2021 16:00:00,394.4,396.75,392.81,395.78,108107626
3/30/2021 16:00:00,394.42,395.45,393.02,394.73,76262249
3/31/2021 16:00:00,395.34,398,395.31,396.33,112734214
4/1/2021 16:00:00,398.4,400.67,398.18,400.61,99682876
4/5/2021 16:00:00,403.46,406.94,403.38,406.36,91684764
4/6/2021 16:00:00,405.76,407.24,405.4,406.12,62020953
4/7/2021 16:00:00,405.94,406.96,405.45,406.59,55836280
4/8/2021 16:00:00,407.93,408.58,406.93,408.52,57863114
4/9/2021 16:00:00,408.39,411.67,408.26,411.49,61104559
4/12/2021 16:00:00,410.85,411.93,410.2,411.64,56704899
4/13/2021 16:00:00,411.53,413.53,411.12,412.86,56550988
4/14/2021 16:00:00,412.83,413.96,410.87,411.45,61659907
4/15/2021 16:00:00,413.74,416.16,413.69,415.87,60229842
4/16/2021 16:00:00,417.25,417.91,415.73,417.26,82037278
4/19/2021 16:00:00,416.26,416.74,413.79,415.21,78498496
4/20/2021 16:00:00,413.91,415.09,410.59,412.17,81851828
4/21/2021 16:00:00,411.51,416.29,411.36,416.07,66792983
4/22/2021 16:00:00,415.89,416.78,411.13,412.27,97582788
4/23/2021 16:00:00,412.87,418.25,412.79,416.74,73276195
4/26/2021 16:00:00,417.44,418.22,416.81,417.61,52182392
4/27/2021 16:00:00,417.93,418.14,416.3,417.52,51303056
4/28/2021 16:00:00,417.81,419.01,416.9,417.4,51238854
4/29/2021 16:00:00,420.32,420.72,416.44,420.06,78544329
4/30/2021 16:00:00,417.63,418.54,416.34,417.3,85527030
5/3/2021 16:00:00,419.43,419.84,417.67,418.2,68128289
5/4/2021 16:00:00,416.07,416.6,411.67,415.62,101591166
5/5/2021 16:00:00,417.38,417.63,415.15,415.75,39960661
5/6/2021 16:00:00,415.83,419.21,413.68,419.07,74321368
5/7/2021 16:00:00,419.89,422.82,419.16,422.12,67733790
5/10/2021 16:00:00,422.5,422.74,417.81,417.94,81852446
5/11/2021 16:00:00,413.1,415.27,410.06,414.21,116887975
5/12/2021 16:00:00,411.23,412.59,404,405.41,134811046
5/13/2021 16:00:00,407.07,412.35,407.02,410.28,106393963
5/14/2021 16:00:00,413.21,417.49,413.18,416.58,82201629
5/17/2021 16:00:00,415.39,416.39,413.36,415.52,65129221
5/18/2021 16:00:00,415.8,416.06,411.77,411.94,59810238
5/19/2021 16:00:00,406.92,411.05,405.33,410.86,106467052
5/20/2021 16:00:00,411.8,416.63,411.67,415.28,78022218
5/21/2021 16:00:00,416.87,418.2,414.45,414.94,76578662
5/24/2021 16:00:00,417.34,420.32,417.08,419.17,51376702
5/25/2021 16:00:00,420.33,420.71,417.62,418.24,57451396
5/26/2021 16:00:00,418.87,419.61,417.76,419.07,43088618
5/27/2021 16:00:00,420.17,420.72,418.99,419.29,56707677
5/28/2021 16:00:00,420.97,421.25,419.79,420.04,58520164
6/1/2021 16:00:00,422.57,422.72,419.2,419.67,54216625
6/2/2021 16:00:00,420.37,421.23,419.29,420.33,49097061
6/3/2021 16:00:00,417.85,419.99,416.28,418.77,58138763
6/4/2021 16:00:00,420.75,422.92,418.84,422.6,55938789
6/7/2021 16:00:00,422.59,422.78,421.19,422.19,51555032
6/8/2021 16:00:00,423.11,423.21,420.32,422.28,47134279
6/9/2021 16:00:00,423.18,423.26,421.41,421.65,48436342
6/10/2021 16:00:00,422.96,424.63,421.55,423.61,51020147
6/11/2021 16:00:00,424.2,424.43,422.82,424.31,45570828
6/14/2021 16:00:00,424.43,425.37,423.1,425.26,42358478
6/15/2021 16:00:00,425.42,425.46,423.54,424.48,51508508
6/16/2021 16:00:00,424.63,424.87,419.92,422.11,80386082
6/17/2021 16:00:00,421.67,423.02,419.32,421.97,90949659
