Date,Open,High,Low,Close,Volume
1/4/2021 16:00:00,500.3,500.79,476.28,485.34,3612949
1/5/2021 16:00:00,485.88,486.08,479.2,485.69,2010099
1/6/2021 16:00:00,474.1,475.87,466,466.31,4156589
1/7/2021 16:00:00,471,479.64,468.25,477.74,2901232
1/8/2021 16:00:00,480,485.54,477.21,485.1,2266132
1/11/2021 16:00:00,481.99,482.59,471.3,474.24,2383254
1/12/2021 16:00:00,474.41,475,464,471.65,2964880
1/13/2021 16:00:00,472,477.85,469.3,472.05,2105915
1/14/2021 16:00:00,472.41,473.55,462.2,463.27,3508273
1/15/2021 16:00:00,462.5,467.88,457.49,458.08,3200352
1/19/2021 16:00:00,461.17,461.59,453.34,456.5,4419205
1/20/2021 16:00:00,462.73,472.39,458.77,469.73,3858988
1/21/2021 16:00:00,470.26,474.69,466.1,472.02,2771772
1/22/2021 16:00:00,472.5,476.35,470.61,472.44,2534274
1/25/2021 16:00:00,474.51,477.7,463.98,473.44,2697405
1/26/2021 16:00:00,473.73,477.22,467.76,476.28,2363124
1/27/2021 16:00:00,470.99,473.67,455.07,460,3586353
1/28/2021 16:00:00,459.07,475.02,459.07,465.67,3000726
1/29/2021 16:00:00,462.17,465,455.11,458.77,3061106
2/1/2021 16:00:00,462.28,474.8,459.82,470,2554774
2/2/2021 16:00:00,473.65,487.37,472.55,484.93,3022025
2/3/2021 16:00:00,487.09,488.85,479.17,481.92,2146948
2/4/2021 16:00:00,484.22,489.88,481.92,489.38,2005114
2/5/2021 16:00:00,490.92,495.1,488,492.12,1675141
2/8/2021 16:00:00,494.26,497.86,489.21,493.76,1727272
2/9/2021 16:00:00,495,497.95,492.01,496.05,1571477
2/10/2021 16:00:00,499.17,499.99,490.27,492.67,1764466
2/11/2021 16:00:00,494.53,497,491.08,496.62,1609829
2/12/2021 16:00:00,495.16,499.36,491.76,498.84,1450621
2/16/2021 16:00:00,500.03,506.51,497.6,501.64,1846163
2/17/2021 16:00:00,495.41,495.55,485.51,491.23,2114019
2/18/2021 16:00:00,486.32,489.8,480,488.37,1803375
2/19/2021 16:00:00,487.16,488.65,476.1,479.12,2720714
2/22/2021 16:00:00,470.48,472.1,466.66,467.33,2510485
2/23/2021 16:00:00,461.02,471.44,450.12,467.8,4164345
2/24/2021 16:00:00,463.49,477.35,460.29,476.62,3390646
2/25/2021 16:00:00,471.24,476.31,456.01,459.16,3252503
2/26/2021 16:00:00,462.8,467.32,456.01,459.67,3154846
3/1/2021 16:00:00,465.68,470.5,462.65,469.57,2358980
3/2/2021 16:00:00,473.03,473.8,463.46,466.59,2211002
3/3/2021 16:00:00,463.22,464.68,448.09,448.45,2808148
3/4/2021 16:00:00,446.45,457.53,437.63,439.06,4486442
3/5/2021 16:00:00,444.88,444.95,423.71,440.83,4614971
3/8/2021 16:00:00,439.76,440.99,420.78,421.2,3885123
3/9/2021 16:00:00,437.84,442.75,436,439.18,3926385
3/10/2021 16:00:00,445.73,448.46,436.82,437.01,2747267
3/11/2021 16:00:00,448.14,454.07,447.31,451.06,2762233
3/12/2021 16:00:00,443.45,445.89,438.6,444.3,2183051
3/15/2021 16:00:00,444.4,447.79,437.77,447.59,2508699
3/16/2021 16:00:00,452.01,457.41,449.67,450.54,2618819
3/17/2021 16:00:00,445.44,453.94,441.02,451.01,2502732
3/18/2021 16:00:00,443.16,446.86,438.5,439.18,2932687
3/19/2021 16:00:00,439.18,444.5,438.14,441.5,3923830
3/22/2021 16:00:00,444.86,457.82,444.86,452.41,2944311
3/23/2021 16:00:00,457.35,466.88,456.41,460.2,5316974
3/24/2021 16:00:00,464.76,465.61,448.34,451.51,5214125
3/25/2021 16:00:00,448.33,456.87,445.41,450.99,3201472
3/26/2021 16:00:00,450.25,469.77,449.05,469.09,3615888
3/29/2021 16:00:00,469.03,472,462.5,469.32,3142203
3/30/2021 16:00:00,462.58,469.09,461.5,465.46,2436593
3/31/2021 16:00:00,469.7,482.41,468.7,475.37,3155889
4/1/2021 16:00:00,483.12,487.04,480.71,483.34,2664694
4/5/2021 16:00:00,483.69,495.51,480.5,491.62,2982522
4/6/2021 16:00:00,492.32,495.59,487.57,491.34,1878330
4/7/2021 16:00:00,492.98,494.85,487.89,493.41,1576981
4/8/2021 16:00:00,500.16,504.6,498.14,499.84,2026282
4/9/2021 16:00:00,498.37,504.44,492.6,504.04,1887016
4/12/2021 16:00:00,499.29,506.94,498.44,506.03,1584592
4/13/2021 16:00:00,506.85,517.26,506.78,514.86,2195707
4/14/2021 16:00:00,514,517.78,509.13,510.63,1956447
4/15/2021 16:00:00,515.67,524.59,515.1,523.25,2122337
4/16/2021 16:00:00,524.21,525.44,518.55,525.08,2031733
4/19/2021 16:00:00,523.13,524,514.44,516.17,1917732
4/20/2021 16:00:00,515.29,517.29,510.6,514.21,1677468
4/21/2021 16:00:00,515.02,515.48,509.55,512.34,1678305
4/22/2021 16:00:00,508.08,512.77,504.06,507.29,2084841
4/23/2021 16:00:00,508.79,517.5,508.4,515.84,2257590
4/26/2021 16:00:00,513.57,516.31,510.25,515.7,1387542
4/27/2021 16:00:00,518,519.16,511.35,517.32,1944013
4/28/2021 16:00:00,515.24,519.13,510.02,515.48,1472191
4/29/2021 16:00:00,518.11,520.45,510.62,516.09,1592562
4/30/2021 16:00:00,514.13,515.05,507.15,508.34,1950559
5/3/2021 16:00:00,510.97,511.74,501.12,503.46,1458698
5/4/2021 16:00:00,499.47,499.47,484.83,490.7,2528948
